experiment_id,date_time,source,base_experiment_id,stress_type,stress_parameter,stress_value,track,agent_version,state_version,policy_version,reward_version,algorithm,run_number,seed,target_speed,steer_gain,centering_gain,brake_threshold,gentle_speed,sharp_speed,straight_speed,acceleration_limit,braking_intensity,best_lap_time,average_lap_time,completed_lap,completion_rate,crash_count,off_track_count,lap_time_variance,training_time_seconds,runtime_per_run_seconds,decision_latency_ms,cpu_usage,memory_usage,config_path,telemetry_file,notes
OPTUNA_DUMMY_005,2026-08-31T14:23:07.636903+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,3,545.0,76.085,0.916,0.5,0.586,42.871,32.871,91.085,0.8,0.25,160.358,162.56366666666668,1,1.0,0,0,2.500536222222211,0.0,0.0016,0.00375,0.0,67.7,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_005.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_005_optuna_dummy_run_3_20260831_142307_635254.csv,optuna dummy trial 5; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_006,2026-08-31T14:23:07.640409+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,1,643.0,82.237,0.947,0.5,0.558,37.092,27.092,97.237,0.8,0.25,155.644,159.56566666666666,1,1.0,0,0,7.894714888888863,0.0,0.0016,0.00378,75.0,67.72,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_006.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_006_optuna_dummy_run_1_20260831_142307_638777.csv,optuna dummy trial 6; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_006,2026-08-31T14:23:07.642089+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,2,644.0,82.237,0.947,0.5,0.558,37.092,27.092,97.237,0.8,0.25,155.644,159.56566666666666,1,1.0,0,0,7.894714888888863,0.0,0.0016,0.00372,33.35,67.73,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_006.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_006_optuna_dummy_run_2_20260831_142307_640482.csv,optuna dummy trial 6; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_006,2026-08-31T14:23:07.643805+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,3,645.0,82.237,0.947,0.5,0.558,37.092,27.092,97.237,0.8,0.25,155.644,159.56566666666666,1,1.0,0,0,7.894714888888863,0.0,0.0016,0.00379,25.0,67.73,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_006.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_006_optuna_dummy_run_3_20260831_142307_642168.csv,optuna dummy trial 6; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_007,2026-08-31T14:23:07.647338+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,1,743.0,79.121,1.006,0.5,0.54,46.778,36.778,94.121,0.8,0.25,158.2,160.147,1,1.0,0,0,5.497604666666674,0.0,0.0016,0.00378,50.0,67.77,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_007.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_007_optuna_dummy_run_1_20260831_142307_645679.csv,optuna dummy trial 7; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_007,2026-08-31T14:23:07.649069+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,2,744.0,79.121,1.006,0.5,0.54,46.778,36.778,94.121,0.8,0.25,158.2,160.147,1,1.0,0,0,5.497604666666674,0.0,0.0016,0.00374,50.0,67.77,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_007.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_007_optuna_dummy_run_2_20260831_142307_647415.csv,optuna dummy trial 7; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_007,2026-08-31T14:23:07.650810+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,3,745.0,79.121,1.006,0.5,0.54,46.778,36.778,94.121,0.8,0.25,158.2,160.147,1,1.0,0,0,5.497604666666674,0.0,0.0016,0.00381,25.0,67.77,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_007.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_007_optuna_dummy_run_3_20260831_142307_649143.csv,optuna dummy trial 7; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_008,2026-08-31T14:23:07.654395+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,1,843.0,81.848,0.868,0.5,0.622,35.697,25.697,96.848,0.8,0.25,156.589,158.61066666666667,1,1.0,0,0,4.973776222222198,0.0,0.0016,0.00378,75.0,67.8,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_008.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_008_optuna_dummy_run_1_20260831_142307_652746.csv,optuna dummy trial 8; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_008,2026-08-31T14:23:07.656114+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,2,844.0,81.848,0.868,0.5,0.622,35.697,25.697,96.848,0.8,0.25,156.589,158.61066666666667,1,1.0,0,0,4.973776222222198,0.0,0.0016,0.00379,0.0,67.8,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_008.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_008_optuna_dummy_run_2_20260831_142307_654473.csv,optuna dummy trial 8; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_008,2026-08-31T14:23:07.657832+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,3,845.0,81.848,0.868,0.5,0.622,35.697,25.697,96.848,0.8,0.25,156.589,158.61066666666667,1,1.0,0,0,4.973776222222198,0.0,0.0016,0.00381,0.0,67.8,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_008.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_008_optuna_dummy_run_3_20260831_142307_656193.csv,optuna dummy trial 8; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_009,2026-08-31T14:23:07.661453+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,1,943.0,71.301,1.123,0.5,0.693,49.233,39.233,86.301,0.8,0.25,163.349,165.167,1,1.0,0,0,1.9755060000000024,0.0,0.0016,0.00377,83.35,67.81,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_009.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_009_optuna_dummy_run_1_20260831_142307_659822.csv,optuna dummy trial 9; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_009,2026-08-31T14:23:07.663157+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,2,944.0,71.301,1.123,0.5,0.693,49.233,39.233,86.301,0.8,0.25,163.349,165.167,1,1.0,0,0,1.9755060000000024,0.0,0.0016,0.00375,33.35,67.81,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_009.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_009_optuna_dummy_run_2_20260831_142307_661533.csv,optuna dummy trial 9; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_009,2026-08-31T14:23:07.664877+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,3,945.0,71.301,1.123,0.5,0.693,49.233,39.233,86.301,0.8,0.25,163.349,165.167,1,1.0,0,0,1.9755060000000024,0.0,0.0016,0.0038,100.0,67.81,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_009.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_009_optuna_dummy_run_3_20260831_142307_663233.csv,optuna dummy trial 9; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_010,2026-08-31T14:23:07.668615+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,1,1043.0,76.092,0.976,0.5,0.637,36.465,26.465,91.092,0.8,0.25,158.978,160.82233333333335,1,1.0,0,0,5.023486888888886,0.0,0.0016,0.00379,25.0,67.83,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_010.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_010_optuna_dummy_run_1_20260831_142307_666949.csv,optuna dummy trial 10; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_010,2026-08-31T14:23:07.670351+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,2,1044.0,76.092,0.976,0.5,0.637,36.465,26.465,91.092,0.8,0.25,158.978,160.82233333333335,1,1.0,0,0,5.023486888888886,0.0,0.0016,0.00378,50.0,67.83,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_010.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_010_optuna_dummy_run_2_20260831_142307_668698.csv,optuna dummy trial 10; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_010,2026-08-31T14:23:07.672067+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,3,1045.0,76.092,0.976,0.5,0.637,36.465,26.465,91.092,0.8,0.25,158.978,160.82233333333335,1,1.0,0,0,5.023486888888886,0.0,0.0016,0.0038,25.0,67.83,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_010.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_010_optuna_dummy_run_3_20260831_142307_670422.csv,optuna dummy trial 10; dummy run; replace simulator with live TORCS later
EXP_001,2026-08-31T18:11:43.113201+00:00,live,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,rule_based,1,43,80,1.0,0.5,0.6,45,35,95,0.8,0.25,196.726,196.726,1,1.0,0,0,0.0,0.0,12.4836,0.00641,14.85,19.8,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/baseline_config.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/EXP_001_live_run_1_20260831_181130_629284.csv,live TORCS run
EXP_001,2026-08-31T18:37:48.526131+00:00,live,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,rule_based,1,43,80,1.0,0.5,0.6,45,35,95,0.8,0.25,196.726,196.726,1,1.0,0,0,0.0,0.0,13.0854,0.00676,56.7,20.12,/Users/thenotoriouscode/Desktop/gaurav-diss-final/configs/baseline_config.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/EXP_001_live_run_1_20260831_183735_440099.csv,live TORCS run
EXP_SAFE_001,2026-08-31T18:49:14.343829+00:00,live,,,,,corkscrew,baseline_rule_safe_v1,baseline_raw_v1,baseline_rule_safe_v1,none_rule_based,rule_based,1,53,60,0.8,0.65,0.35,32,22,72,0.55,0.45,166.326,166.326,0,0.0,0,0,0.0,0.0,11.5351,0.01781,27.65,19.11,/Users/thenotoriouscode/Desktop/gaurav-diss-final/configs/safe_live_config.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/EXP_SAFE_001_live_run_1_20260831_184902_808257.csv,live TORCS run
GRID_030,2026-08-31T19:05:52.748559+00:00,grid_live,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,1,43,80,1.2,0.5,0.5,40,30,95,0.8,0.25,199.806,199.806,1,1.0,0,0,0.0,0.0,12.7517,0.00726,16.75,19.8,/Users/thenotoriouscode/Desktop/gaurav-diss-final/configs/generated_grid/GRID_030.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/GRID_030_grid_live_run_1_20260831_190539_996335.csv,live TORCS run
GRID_040,2026-08-31T19:06:43.706850+00:00,grid_live,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,1,43,80,0.8,0.5,0.6,45,35,95,0.8,0.25,198.906,198.906,1,1.0,0,0,0.0,0.0,12.9436,0.0071,18.5,19.81,/Users/thenotoriouscode/Desktop/gaurav-diss-final/configs/generated_grid/GRID_040.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/GRID_040_grid_live_run_1_20260831_190630_762814.csv,live TORCS run
OPTUNA_LIVE_001,2026-08-31T19:07:35.613334+00:00,optuna_live,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,1,143,77.491,1.039,0.5,0.646,49.261,39.261,92.491,0.8,0.25,195.526,195.526,1,1.0,0,0,0.0,0.0,12.8679,0.00708,18.55,69.14,/Users/thenotoriouscode/Desktop/gaurav-diss-final/configs/generated_optuna/OPTUNA_LIVE_001.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/OPTUNA_LIVE_001_optuna_live_run_1_20260831_190722_745120.csv,optuna live trial 1; live TORCS run
EXP_001,2026-09-01T13:13:02.610746+00:00,live,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,rule_based,3,45,80,1.0,0.5,0.6,45,35,95,0.8,0.25,196.726,196.726,1,1.0,0,0,0.0,0.0,11.8188,0.00612,30.35,19.36,/Users/thenotoriouscode/Desktop/gaurav-diss-final/configs/baseline_config.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/EXP_001_live_run_3_20260901_131250_791474.csv,live TORCS run
GRID_030,2026-09-01T13:13:17.869810+00:00,grid_live,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,2,44,80,1.2,0.5,0.5,40,30,95,0.8,0.25,199.806,199.806,1,1.0,0,0,0.0,0.0,12.1536,0.00632,13.45,19.83,/Users/thenotoriouscode/Desktop/gaurav-diss-final/configs/generated_grid/GRID_030.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/GRID_030_grid_live_run_2_20260901_131305_715902.csv,live TORCS run
GRID_030,2026-09-01T13:13:33.249063+00:00,grid_live,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,3,45,80,1.2,0.5,0.5,40,30,95,0.8,0.25,199.806,199.806,1,1.0,0,0,0.0,0.0,12.2751,0.0063,17.95,19.42,/Users/thenotoriouscode/Desktop/gaurav-diss-final/configs/generated_grid/GRID_030.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/GRID_030_grid_live_run_3_20260901_131320_973564.csv,live TORCS run
GRID_040,2026-09-01T13:13:48.739145+00:00,grid_live,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,2,44,80,0.8,0.5,0.6,45,35,95,0.8,0.25,198.906,198.906,1,1.0,0,0,0.0,0.0,12.3885,0.00622,20.1,19.39,/Users/thenotoriouscode/Desktop/gaurav-diss-final/configs/generated_grid/GRID_040.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/GRID_040_grid_live_run_2_20260901_131336_350192.csv,live TORCS run
GRID_040,2026-09-01T13:14:04.047416+00:00,grid_live,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,3,45,80,0.8,0.5,0.6,45,35,95,0.8,0.25,198.906,198.906,1,1.0,0,0,0.0,0.0,12.2049,0.00553,14.4,19.42,/Users/thenotoriouscode/Desktop/gaurav-diss-final/configs/generated_grid/GRID_040.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/GRID_040_grid_live_run_3_20260901_131351_842092.csv,live TORCS run
OPTUNA_LIVE_001,2026-09-01T13:14:19.218374+00:00,optuna_live,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,2,144,77.491,1.039,0.5,0.646,49.261,39.261,92.491,0.8,0.25,195.526,195.526,1,1.0,0,0,0.0,0.0,12.0587,0.00556,19.95,19.7,/Users/thenotoriouscode/Desktop/gaurav-diss-final/results/optuna_best_config.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/OPTUNA_LIVE_001_optuna_live_run_2_20260901_131407_159399.csv,live TORCS run
OPTUNA_LIVE_001,2026-09-01T13:14:34.339409+00:00,optuna_live,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,3,145,77.491,1.039,0.5,0.646,49.261,39.261,92.491,0.8,0.25,195.526,195.526,1,1.0,0,0,0.0,0.0,12.0187,0.00542,11.85,19.25,/Users/thenotoriouscode/Desktop/gaurav-diss-final/results/optuna_best_config.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/OPTUNA_LIVE_001_optuna_live_run_3_20260901_131422_320416.csv,live TORCS run
EXP_001_STRESS_001,2026-09-01T13:40:09.880163+00:00,stress_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,rule_based_stress,1,43,84.0,1.0,0.5,0.6,45,35,99.0,0.8,0.25,161.727,161.727,1,1.0,0,0,0.0,0.0,0.0021,0.00409,10.7,18.09,/Users/thenotoriouscode/Desktop/gaurav-diss-final/configs/generated_stress/EXP_001_STRESS_001.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/EXP_001_STRESS_001_stress_dummy_run_1_20260901_134009_877771.csv,dummy stress test; base_experiment_id=EXP_001; stress_type=target_speed_plus_5_percent; stress_parameter=target_speed; stress_value=84.0
EXP_001_STRESS_002,2026-09-01T13:40:09.885001+00:00,stress_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,rule_based_stress,1,43,80,1.0,0.5,0.55,45,35,95,0.8,0.25,163.527,163.527,1,1.0,0,0,0.0,0.0,0.0017,0.00399,16.65,18.36,/Users/thenotoriouscode/Desktop/gaurav-diss-final/configs/generated_stress/EXP_001_STRESS_002.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/EXP_001_STRESS_002_stress_dummy_run_1_20260901_134009_883251.csv,dummy stress test; base_experiment_id=EXP_001; stress_type=brake_threshold_minus_0_05; stress_parameter=brake_threshold; stress_value=0.55
EXP_001_STRESS_001,2026-09-01T13:42:12.329077+00:00,stress_dummy,EXP_001,steer_gain_plus_0_05,steer_gain,1.05,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,rule_based_stress,1,43,80,1.05,0.5,0.6,45,35,95,0.8,0.25,163.527,163.527,1,1.0,0,0,0.0,0.0,0.0022,0.00421,10.7,18.19,/Users/thenotoriouscode/Desktop/gaurav-diss-final/configs/generated_stress/EXP_001_STRESS_001.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/EXP_001_STRESS_001_stress_dummy_run_1_20260901_134212_326541.csv,dummy stress test; base_experiment_id=EXP_001; stress_type=steer_gain_plus_0_05; stress_parameter=steer_gain; stress_value=1.05
OPTUNA_BEST_REPLAY,2026-09-01T13:52:16.577878+00:00,optuna_dummy_replay,OPTUNA_LIVE_001,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna_replay,1,143,77.491,1.039,0.5,0.646,49.261,39.261,92.491,0.8,0.25,158.103,160.793,1,1.0,0,0,4.022610666666657,0.0,0.0019,0.00413,23.8,59.84,/Users/thenotoriouscode/Desktop/gaurav-diss-final/configs/generated_optuna/OPTUNA_BEST_REPLAY.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/OPTUNA_BEST_REPLAY_optuna_dummy_replay_run_1_20260901_135216_575840.csv,Repeated replay of best Optuna configuration
OPTUNA_BEST_REPLAY,2026-09-01T13:52:16.579690+00:00,optuna_dummy_replay,OPTUNA_LIVE_001,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna_replay,2,144,77.491,1.039,0.5,0.646,49.261,39.261,92.491,0.8,0.25,158.103,160.793,1,1.0,0,0,4.022610666666657,0.0,0.0017,0.00397,0.0,59.84,/Users/thenotoriouscode/Desktop/gaurav-diss-final/configs/generated_optuna/OPTUNA_BEST_REPLAY.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/OPTUNA_BEST_REPLAY_optuna_dummy_replay_run_2_20260901_135216_577966.csv,Repeated replay of best Optuna configuration
OPTUNA_BEST_REPLAY,2026-09-01T13:52:16.581728+00:00,optuna_dummy_replay,OPTUNA_LIVE_001,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna_replay,3,145,77.491,1.039,0.5,0.646,49.261,39.261,92.491,0.8,0.25,158.103,160.793,1,1.0,0,0,4.022610666666657,0.0,0.0018,0.00412,0.0,59.84,/Users/thenotoriouscode/Desktop/gaurav-diss-final/configs/generated_optuna/OPTUNA_BEST_REPLAY.yaml,/Users/thenotoriouscode/Desktop/gaurav-diss-final/data/telemetry_logs/OPTUNA_BEST_REPLAY_optuna_dummy_replay_run_3_20260901_135216_579766.csv,Repeated replay of best Optuna configuration
